student_ID,student_name,gender,enrollment_date,course_ID
SCT211-0810/2022,James Suarez,Other,2023-06-24,AFT2202
SCT211-0811/2023,Yolanda Melendez,Female,2024-02-01,SE001
SCT211-0812/2024,Peter Cox,Male,2025-01-07,SE001
SCT211-0813/2024,Karen Jackson,Other,2025-01-07,AFT2202
SCT211-0814/2023,Christopher Haley,Female,2024-06-08,BCT2101
SCT211-0815/2024,Jeffrey Johnson,Other,2025-01-07,SE001
SCT211-0816/2023,Jennifer Andrews,Male,2024-07-09,AFT2202
SCT211-0817/2022,Jeffrey Jones,Female,2023-07-04,AFT2202
SCT211-0818/2022,Katherine Galloway,Male,2024-01-31,AFT2202
SCT211-0819/2024,Hector Pierce,Other,2025-01-07,SE001
SCT211-0820/2024,Marcus Hill,Other,2025-01-07,IT001
SCT211-0821/2023,Vanessa Simmons,Female,2024-04-06,PMI2203
SCT211-0822/2021,Albert Castillo,Other,2024-08-12,IT001
SCT211-0823/2022,Jessica Harris,Male,2023-05-21,IT001
SCT211-0824/2022,Tammy Myers,Other,2023-01-18,BCT2101
SCT211-0825/2024,Elizabeth Rivera,Other,2025-01-07,IT001
SCT211-0826/2023,Lisa Cooper,Female,2024-07-18,CS001
SCT211-0827/2024,Jeffrey Perez,Male,2025-01-07,AFT2202
SCT211-0828/2022,Anthony Mcdonald,Female,2023-10-29,SE001
SCT211-0829/2022,Alyssa Rivers,Male,2024-09-22,AFT2202
SCT211-0830/2023,Cindy Johnson,Other,2024-01-29,IT001
SCT211-0831/2024,Christina Martinez,Female,2025-01-07,CS001
SCT211-0832/2024,Jared Carroll,Male,2025-01-07,AFT2202
SCT211-0833/2021,Susan Hall,Female,2022-12-30,BCT2101
SCT211-0834/2021,Isaiah Rich,Male,2023-08-20,BCT2101
SCT211-0835/2022,Luis Roberts,Other,2024-12-01,IT001
SCT211-0836/2023,Ronald Browning,Other,2024-03-15,PMI2203
SCT211-0837/2022,Kathleen Weber,Male,2024-02-26,AFT2202
SCT211-0838/2024,John Davidson,Female,2025-01-07,IT001
SCT211-0839/2023,Candice Meadows,Female,2024-10-14,PMI2203
SCT211-0840/2023,Dr. Deborah Casey,Male,2024-12-25,PMI2203
SCT211-0841/2024,Timothy Barber,Other,2025-01-07,AFT2202
SCT211-0842/2024,Courtney Carson,Female,2025-01-07,IT001
SCT211-0843/2023,Judy Taylor,Other,2024-08-18,AFT2202
SCT211-0844/2021,Jordan Howell,Female,2023-05-04,IT001
SCT211-0845/2024,Jamie Williams,Female,2025-01-07,CS001
SCT211-0846/2023,Spencer Morton,Female,2024-05-08,AFT2202
SCT211-0847/2024,Christopher Ramsey,Female,2025-01-07,BCT2101
SCT211-0848/2024,Kevin Price,Female,2025-01-07,IT001
SCT211-0849/2023,Sharon Wallace,Other,2024-12-21,SE001
SCT211-0850/2021,Anne Chang,Other,2022-08-28,BCT2101
SCT211-0851/2022,Louis White,Male,2024-07-16,CS001
SCT211-0852/2021,Tammy Walsh DDS,Other,2022-06-08,PMI2203
SCT211-0853/2022,Jonathan Delacruz,Female,2023-05-21,IT001
SCT211-0854/2022,David Williams,Female,2023-05-08,IT001
SCT211-0855/2023,Cheryl Lewis,Female,2024-11-23,SE001
SCT211-0856/2022,James Campbell,Male,2023-04-14,IT001
SCT211-0857/2023,Michelle Burgess,Other,2024-12-11,IT001
SCT211-0858/2021,Michael Bentley,Male,2024-08-17,CS001
SCT211-0859/2024,Mitchell Anderson,Other,2025-01-07,PMI2203
SCT211-0860/2021,Robert Morris,Male,2022-02-01,IT001
SCT211-0861/2021,Christopher Rodriguez,Male,2024-11-26,BCT2101
SCT211-0862/2024,Melissa Johnson,Other,2025-01-07,SE001
SCT211-0863/2023,Daniel Ross,Other,2024-07-23,PMI2203
SCT211-0864/2022,Sarah Wilson,Female,2024-10-14,IT001
SCT211-0865/2021,Jacqueline Smith,Male,2023-03-11,IT001
SCT211-0866/2021,Elizabeth Bailey,Other,2023-04-27,BCT2101
SCT211-0867/2024,Becky Elliott,Other,2025-01-07,BCT2101
SCT211-0868/2024,Sherri Salinas,Female,2025-01-07,BCT2101
SCT211-0869/2023,Shannon Davenport,Female,2024-01-26,IT001
SCT211-0870/2021,Kathleen Scott,Other,2024-06-29,IT001
SCT211-0871/2021,Rodney Carpenter,Male,2022-11-11,PMI2203
SCT211-0872/2021,Paul Anderson,Other,2023-08-09,AFT2202
SCT211-0873/2023,Betty Houston,Female,2024-03-01,CS001
SCT211-0874/2022,Martin Harris,Male,2024-11-13,CS001
SCT211-0875/2021,Patricia Huffman,Male,2022-03-11,IT001
SCT211-0876/2024,Elizabeth Wade,Other,2025-01-07,SE001
SCT211-0877/2024,Rebecca Dunn,Female,2025-01-07,BCT2101
SCT211-0878/2022,Robert Jordan,Male,2023-12-19,SE001
SCT211-0879/2021,Colleen Evans,Female,2023-05-26,CS001
SCT211-0880/2023,William Porter,Other,2024-02-21,CS001
SCT211-0881/2023,Andrea Reyes,Male,2024-06-25,PMI2203
SCT211-0882/2021,Frances Williams,Other,2024-01-28,SE001
SCT211-0883/2022,Eric Ballard,Female,2024-03-19,PMI2203
SCT211-0884/2023,Justin Wells,Other,2024-01-09,BCT2101
SCT211-0885/2021,Carl Ross,Male,2022-02-27,SE001
SCT211-0886/2021,John Moore,Female,2024-10-29,IT001
SCT211-0887/2021,Michelle Ali,Female,2022-04-19,PMI2203
SCT211-0888/2022,Jennifer Brown,Other,2024-12-24,PMI2203
SCT211-0889/2022,Melissa Allen,Male,2024-09-08,AFT2202
SCT211-0890/2022,Richard Hart,Male,2024-12-26,CS001
SCT211-0891/2024,Stacie Oconnor,Other,2025-01-07,BCT2101
SCT211-0892/2023,Christopher Morgan,Other,2024-06-02,CS001
SCT211-0893/2021,Casey Walter,Male,2023-03-04,AFT2202
SCT211-0894/2023,Sue Hill,Male,2024-11-18,PMI2203
SCT211-0895/2023,Wendy Salinas,Female,2024-12-07,AFT2202
SCT211-0896/2022,Andrea Barnes,Other,2024-02-14,SE001
SCT211-0897/2023,Zachary Quinn,Female,2024-04-16,PMI2203
SCT211-0898/2022,Kristy Parker,Male,2023-10-11,IT001
SCT211-0899/2022,Nicholas Evans DVM,Male,2024-02-27,IT001
SCT211-0900/2023,Jennifer Green,Female,2024-07-27,SE001
SCT211-0901/2021,Nathan Mason,Other,2024-04-12,BCT2101
SCT211-0902/2023,Martin Walker,Female,2024-01-31,IT001
SCT211-0903/2024,Erin Lopez MD,Female,2025-01-07,BCT2101
SCT211-0904/2024,Brandon Smith,Other,2025-01-07,IT001
SCT211-0905/2023,Patricia Chavez,Other,2024-06-14,BCT2101
SCT211-0906/2023,Ronnie Davis,Other,2024-06-13,AFT2202
SCT211-0907/2021,Kimberly Schultz,Male,2023-07-30,BCT2101
SCT211-0908/2023,Spencer Vargas,Other,2024-05-24,BCT2101
SCT211-0909/2021,Maria Moore,Male,2023-08-15,CS001
SCT211-0910/2021,Bethany Williams,Other,2023-12-09,PMI2203
SCT211-0911/2024,Timothy Pierce,Male,2025-01-07,AFT2202
SCT211-0912/2021,Diane Carroll,Female,2024-04-27,CS001
SCT211-0913/2023,Walter Arias,Female,2024-11-06,SE001
SCT211-0914/2024,Brianna Moon,Male,2025-01-07,CS001
SCT211-0915/2022,Anthony Hall,Male,2024-10-17,BCT2101
SCT211-0916/2023,Kayla Deleon,Female,2024-01-27,PMI2203
SCT211-0917/2024,Amber Ross,Female,2025-01-07,IT001
SCT211-0918/2024,Erin Howard,Female,2025-01-07,CS001
SCT211-0919/2021,Danielle Knapp,Male,2024-04-11,AFT2202
SCT211-0920/2024,Stephanie Jones,Male,2025-01-07,BCT2101
SCT211-0921/2022,Edward Hernandez,Male,2024-04-20,IT001
SCT211-0922/2023,Kenneth Garza,Male,2024-08-28,CS001
SCT211-0923/2024,Justin Martinez,Male,2025-01-07,IT001
SCT211-0924/2023,Allison Gibbs,Other,2024-10-13,BCT2101
SCT211-0925/2021,Christopher Cameron,Other,2024-02-09,PMI2203
SCT211-0926/2022,Carol Franklin,Male,2023-06-21,CS001
SCT211-0927/2021,Brian Webb,Other,2024-09-24,CS001
SCT211-0928/2022,Carol Pham,Other,2024-07-27,BCT2101
SCT211-0929/2023,Jeffrey Diaz,Other,2024-04-26,PMI2203
SCT211-0930/2022,Dana Howard,Male,2023-05-24,AFT2202
SCT211-0931/2024,William Malone,Male,2025-01-07,CS001
SCT211-0932/2021,Carmen Mcclain,Other,2022-07-11,BCT2101
SCT211-0933/2021,Casey Warren,Male,2024-01-13,PMI2203
SCT211-0934/2023,Robert Bautista,Female,2024-08-22,IT001
SCT211-0935/2022,Kristin Santos,Other,2024-12-14,AFT2202
SCT211-0936/2021,Jordan Montes,Male,2024-09-19,BCT2101
SCT211-0937/2022,Autumn Morgan,Male,2023-06-13,BCT2101
SCT211-0938/2023,Charles Doyle,Male,2024-01-24,SE001
SCT211-0939/2023,Margaret Dickson,Other,2024-05-14,CS001
SCT211-0940/2023,Jose Reeves,Female,2024-02-01,IT001
SCT211-0941/2021,Amanda Morrison,Female,2024-06-15,CS001
SCT211-0942/2022,Betty Barr,Female,2023-01-13,PMI2203
SCT211-0943/2022,Joseph Proctor,Female,2024-02-12,PMI2203
SCT211-0944/2021,Michael Brown,Other,2022-09-07,SE001
SCT211-0945/2022,Heidi Coleman,Other,2024-03-31,SE001
SCT211-0946/2023,Daniel Good,Female,2024-04-08,IT001
SCT211-0947/2024,Michael Johnson,Male,2025-01-07,BCT2101
SCT211-0948/2022,Kimberly Haynes,Male,2024-01-31,PMI2203
SCT211-0949/2021,Gerald Estes,Other,2023-10-06,AFT2202
SCT211-0950/2023,Michelle Khan,Other,2024-11-04,PMI2203
SCT211-0951/2024,Patrick Thompson,Female,2025-01-07,BCT2101
SCT211-0952/2021,Danny King,Male,2023-05-10,PMI2203
SCT211-0953/2021,Jacqueline Winters,Female,2023-12-07,PMI2203
SCT211-0954/2022,Caroline Wells,Other,2023-02-12,IT001
SCT211-0955/2021,Victoria Lee,Female,2024-11-15,PMI2203
SCT211-0956/2022,Matthew Jordan,Other,2023-01-11,SE001
SCT211-0957/2023,Erica Shelton,Female,2024-02-10,IT001
SCT211-0958/2024,Andrew Johnson,Other,2025-01-07,SE001
SCT211-0959/2022,Rebecca Williams,Female,2024-08-05,BCT2101
SCT211-0960/2022,Daniel Hawkins,Male,2024-04-19,IT001
SCT211-0961/2024,Krista Williams,Other,2025-01-07,CS001
SCT211-0962/2022,Cheyenne Herrera,Female,2024-04-06,PMI2203
SCT211-0963/2021,Paula Duke,Other,2022-06-23,SE001
SCT211-0964/2024,Charles Stanley,Other,2025-01-07,BCT2101
SCT211-0965/2023,Kristina Marquez DVM,Other,2024-09-20,CS001
SCT211-0966/2024,Nicole Bradshaw,Other,2025-01-07,IT001
SCT211-0967/2023,Benjamin Bolton,Female,2024-01-07,PMI2203
SCT211-0968/2021,David Phillips,Other,2024-12-21,IT001
SCT211-0969/2024,Donna Jackson,Other,2025-01-07,AFT2202
SCT211-0970/2024,Aaron Cannon,Other,2025-01-07,IT001
SCT211-0971/2021,Andrea Young,Male,2023-10-15,IT001
SCT211-0972/2021,Ryan Gould,Female,2022-06-01,CS001
SCT211-0973/2022,Vincent Johnson,Other,2023-02-06,IT001
SCT211-0974/2023,Brian Brown,Female,2024-08-07,AFT2202
SCT211-0975/2021,Dr. Paul Savage,Female,2024-12-07,PMI2203
SCT211-0976/2021,Daniel Khan,Male,2023-12-28,SE001
SCT211-0977/2024,Kimberly Obrien,Male,2025-01-07,AFT2202
SCT211-0978/2022,Lisa Johnson MD,Other,2023-11-02,AFT2202
SCT211-0979/2021,Elizabeth Hernandez MD,Other,2022-10-03,PMI2203
SCT211-0980/2021,Margaret Nunez,Female,2024-07-19,CS001
SCT211-0981/2021,Mary Schroeder,Female,2023-06-21,BCT2101
SCT211-0982/2021,Rebecca Chen,Female,2023-01-21,AFT2202
SCT211-0983/2021,Lisa Morrison,Female,2023-08-06,BCT2101
SCT211-0984/2021,Lauren Boyd,Other,2024-07-14,SE001
SCT211-0985/2022,Sharon Parker,Female,2023-05-06,CS001
SCT211-0986/2021,Daniel Green,Other,2023-08-09,IT001
SCT211-0987/2022,Kelly Walters,Female,2023-01-15,IT001
SCT211-0988/2024,Megan Rogers,Male,2025-01-07,AFT2202
SCT211-0989/2021,Patricia Young,Other,2024-02-14,AFT2202
SCT211-0990/2022,Jerry Martinez,Female,2024-10-13,BCT2101
SCT211-0991/2022,Amy Jones,Female,2024-08-31,PMI2203
SCT211-0992/2021,Eric Jackson,Male,2022-11-29,AFT2202
SCT211-0993/2021,Juan Burton,Other,2024-08-29,IT001
SCT211-0994/2024,Bobby Pope,Other,2025-01-07,PMI2203
SCT211-0995/2021,James Harper,Male,2024-04-11,PMI2203
SCT211-0996/2023,John Mason,Other,2024-04-05,BCT2101
SCT211-0997/2021,Gloria Curtis,Male,2025-01-01,SE001
SCT211-0998/2024,Emily Sanchez,Female,2025-01-07,BCT2101
SCT211-0999/2023,Jose Wilson,Other,2024-11-07,IT001
SCT211-1000/2022,Christina Brown,Female,2023-09-17,PMI2203
