result_ID,student_ID,student_name,unit_ID,marks,grade
RES2614,SCT211-0436/2022,Mary Spencer,UNIT004,49.07,D
RES2615,SCT211-0436/2022,Mary Spencer,UNIT005,70.95,A
RES2616,SCT211-0436/2022,Mary Spencer,UNIT006,67.29,B
RES2617,SCT211-0437/2022,Anna Curry,UNIT001,45.6,D
RES2618,SCT211-0437/2022,Anna Curry,UNIT002,53.48,C
RES2619,SCT211-0437/2022,Anna Curry,UNIT003,44.89,D
RES2620,SCT211-0437/2022,Anna Curry,UNIT004,97.67,A
RES2621,SCT211-0437/2022,Anna Curry,UNIT005,46.85,D
RES2622,SCT211-0437/2022,Anna Curry,UNIT006,56.92,C
RES2623,SCT211-0438/2024,Elizabeth Brown,UNIT001,98.01,A
RES2624,SCT211-0438/2024,Elizabeth Brown,UNIT002,51.59,C
RES2625,SCT211-0438/2024,Elizabeth Brown,UNIT003,80.23,A
RES2626,SCT211-0438/2024,Elizabeth Brown,UNIT004,71.81,A
RES2627,SCT211-0438/2024,Elizabeth Brown,UNIT005,98.28,A
RES2628,SCT211-0438/2024,Elizabeth Brown,UNIT006,67.62,B
RES2629,SCT211-0439/2022,Miss Jennifer Fowler,UNIT001,71.39,A
RES2630,SCT211-0439/2022,Miss Jennifer Fowler,UNIT002,88.29,A
RES2631,SCT211-0439/2022,Miss Jennifer Fowler,UNIT003,89.89,A
RES2632,SCT211-0439/2022,Miss Jennifer Fowler,UNIT004,60.88,B
RES2633,SCT211-0439/2022,Miss Jennifer Fowler,UNIT005,48.14,D
RES2634,SCT211-0439/2022,Miss Jennifer Fowler,UNIT006,99.59,A
RES2635,SCT211-0440/2023,Tammy Sosa,UNIT001,45.59,D
RES2636,SCT211-0440/2023,Tammy Sosa,UNIT002,48.32,D
RES2637,SCT211-0440/2023,Tammy Sosa,UNIT003,88.62,A
RES2638,SCT211-0440/2023,Tammy Sosa,UNIT004,51.32,C
RES2639,SCT211-0440/2023,Tammy Sosa,UNIT005,47.95,D
RES2640,SCT211-0440/2023,Tammy Sosa,UNIT006,53.24,C
RES2641,SCT211-0441/2023,David Luna,UNIT001,79.42,A
RES2642,SCT211-0441/2023,David Luna,UNIT002,58.47,C
RES2643,SCT211-0441/2023,David Luna,UNIT003,43.21,D
RES2644,SCT211-0441/2023,David Luna,UNIT004,76.95,A
RES2645,SCT211-0441/2023,David Luna,UNIT005,90.35,A
RES2646,SCT211-0441/2023,David Luna,UNIT006,64.37,B
RES2647,SCT211-0442/2023,Elizabeth Duran,UNIT001,63.22,B
RES2648,SCT211-0442/2023,Elizabeth Duran,UNIT002,73.62,A
RES2649,SCT211-0442/2023,Elizabeth Duran,UNIT003,53.67,C
RES2650,SCT211-0442/2023,Elizabeth Duran,UNIT004,59.93,C
RES2651,SCT211-0442/2023,Elizabeth Duran,UNIT005,40.45,D
RES2652,SCT211-0442/2023,Elizabeth Duran,UNIT006,40.1,D
RES2653,SCT211-0443/2021,Melissa Smith,UNIT001,99.04,A
RES2654,SCT211-0443/2021,Melissa Smith,UNIT002,52.45,C
RES2655,SCT211-0443/2021,Melissa Smith,UNIT003,57.29,C
RES2656,SCT211-0443/2021,Melissa Smith,UNIT004,98.58,A
RES2657,SCT211-0443/2021,Melissa Smith,UNIT005,41.41,D
RES2658,SCT211-0443/2021,Melissa Smith,UNIT006,88.88,A
RES2659,SCT211-0444/2022,Jake Brown,UNIT001,49.42,D
RES2660,SCT211-0444/2022,Jake Brown,UNIT002,68.29,B
RES2661,SCT211-0444/2022,Jake Brown,UNIT003,60.5,B
RES2662,SCT211-0444/2022,Jake Brown,UNIT004,93.77,A
RES2663,SCT211-0444/2022,Jake Brown,UNIT005,61.65,B
RES2664,SCT211-0444/2022,Jake Brown,UNIT006,70.43,A
RES2665,SCT211-0445/2023,Amber Cox,UNIT001,65.17,B
RES2666,SCT211-0445/2023,Amber Cox,UNIT002,63.82,B
RES2667,SCT211-0445/2023,Amber Cox,UNIT003,51.93,C
RES2668,SCT211-0445/2023,Amber Cox,UNIT004,46.7,D
RES2669,SCT211-0445/2023,Amber Cox,UNIT005,90.94,A
RES2670,SCT211-0445/2023,Amber Cox,UNIT006,65.55,B
RES2671,SCT211-0446/2023,Misty Atkinson,UNIT001,41.57,D
RES2672,SCT211-0446/2023,Misty Atkinson,UNIT002,68.75,B
RES2673,SCT211-0446/2023,Misty Atkinson,UNIT003,45.94,D
RES2674,SCT211-0446/2023,Misty Atkinson,UNIT004,93.1,A
RES2675,SCT211-0446/2023,Misty Atkinson,UNIT005,54.63,C
RES2676,SCT211-0446/2023,Misty Atkinson,UNIT006,61.39,B
RES2677,SCT211-0447/2023,Lisa Nelson,UNIT001,78.99,A
RES2678,SCT211-0447/2023,Lisa Nelson,UNIT002,46.71,D
RES2679,SCT211-0447/2023,Lisa Nelson,UNIT003,77.45,A
RES2680,SCT211-0447/2023,Lisa Nelson,UNIT004,92.68,A
RES2681,SCT211-0447/2023,Lisa Nelson,UNIT005,76.74,A
RES2682,SCT211-0447/2023,Lisa Nelson,UNIT006,86.25,A
RES2683,SCT211-0448/2021,Sherry Anderson,UNIT001,73.19,A
RES2684,SCT211-0448/2021,Sherry Anderson,UNIT002,82.72,A
RES2685,SCT211-0448/2021,Sherry Anderson,UNIT003,74.36,A
RES2686,SCT211-0448/2021,Sherry Anderson,UNIT004,68.73,B
RES2687,SCT211-0448/2021,Sherry Anderson,UNIT005,83.43,A
RES2688,SCT211-0448/2021,Sherry Anderson,UNIT006,61.81,B
RES2689,SCT211-0449/2023,Cassandra Harris,UNIT001,48.58,D
RES2690,SCT211-0449/2023,Cassandra Harris,UNIT002,98.25,A
RES2691,SCT211-0449/2023,Cassandra Harris,UNIT003,40.73,D
RES2692,SCT211-0449/2023,Cassandra Harris,UNIT004,62.14,B
RES2693,SCT211-0449/2023,Cassandra Harris,UNIT005,74.39,A
RES2694,SCT211-0449/2023,Cassandra Harris,UNIT006,87.67,A
RES2695,SCT211-0450/2022,John Davis,UNIT001,86.58,A
RES2696,SCT211-0450/2022,John Davis,UNIT002,62.16,B
RES2697,SCT211-0450/2022,John Davis,UNIT003,60.69,B
RES2698,SCT211-0450/2022,John Davis,UNIT004,75.53,A
RES2699,SCT211-0450/2022,John Davis,UNIT005,47.03,D
RES2700,SCT211-0450/2022,John Davis,UNIT006,53.39,C
RES2701,SCT211-0451/2021,Melvin Ramirez,UNIT001,54.65,C
RES2702,SCT211-0451/2021,Melvin Ramirez,UNIT002,72.09,A
RES2703,SCT211-0451/2021,Melvin Ramirez,UNIT003,55.39,C
RES2704,SCT211-0451/2021,Melvin Ramirez,UNIT004,69.83,B
RES2705,SCT211-0451/2021,Melvin Ramirez,UNIT005,99.35,A
RES2706,SCT211-0451/2021,Melvin Ramirez,UNIT006,58.19,C
RES2707,SCT211-0452/2022,Jennifer Grant,UNIT001,43.62,D
RES2708,SCT211-0452/2022,Jennifer Grant,UNIT002,41.18,D
RES2709,SCT211-0452/2022,Jennifer Grant,UNIT003,66.33,B
RES2710,SCT211-0452/2022,Jennifer Grant,UNIT004,75.02,A
RES2711,SCT211-0452/2022,Jennifer Grant,UNIT005,90.1,A
RES2712,SCT211-0452/2022,Jennifer Grant,UNIT006,79.84,A
RES2713,SCT211-0453/2023,Courtney Walker,UNIT001,89.67,A
RES2714,SCT211-0453/2023,Courtney Walker,UNIT002,73.96,A
RES2715,SCT211-0453/2023,Courtney Walker,UNIT003,54.4,C
RES2716,SCT211-0453/2023,Courtney Walker,UNIT004,88.3,A
RES2717,SCT211-0453/2023,Courtney Walker,UNIT005,55.37,C
RES2718,SCT211-0453/2023,Courtney Walker,UNIT006,51.24,C
RES2719,SCT211-0454/2021,Patricia Hodge,UNIT001,69.68,B
RES2720,SCT211-0454/2021,Patricia Hodge,UNIT002,67.45,B
RES2721,SCT211-0454/2021,Patricia Hodge,UNIT003,73.06,A
RES2722,SCT211-0454/2021,Patricia Hodge,UNIT004,47.37,D
RES2723,SCT211-0454/2021,Patricia Hodge,UNIT005,92.11,A
RES2724,SCT211-0454/2021,Patricia Hodge,UNIT006,46.97,D
RES2725,SCT211-0455/2024,Crystal Martin,UNIT001,40.92,D
RES2726,SCT211-0455/2024,Crystal Martin,UNIT002,67.48,B
RES2727,SCT211-0455/2024,Crystal Martin,UNIT003,44.83,D
RES2728,SCT211-0455/2024,Crystal Martin,UNIT004,43.96,D
RES2729,SCT211-0455/2024,Crystal Martin,UNIT005,66.23,B
RES2730,SCT211-0455/2024,Crystal Martin,UNIT006,43.93,D
RES2731,SCT211-0456/2021,Joseph Carr,UNIT001,99.12,A
RES2732,SCT211-0456/2021,Joseph Carr,UNIT002,74.18,A
RES2733,SCT211-0456/2021,Joseph Carr,UNIT003,94.25,A
RES2734,SCT211-0456/2021,Joseph Carr,UNIT004,98.78,A
RES2735,SCT211-0456/2021,Joseph Carr,UNIT005,53.36,C
RES2736,SCT211-0456/2021,Joseph Carr,UNIT006,65.57,B
RES2737,SCT211-0457/2022,Shawna Mcdonald,UNIT001,58.9,C
RES2738,SCT211-0457/2022,Shawna Mcdonald,UNIT002,97.68,A
RES2739,SCT211-0457/2022,Shawna Mcdonald,UNIT003,58.11,C
RES2740,SCT211-0457/2022,Shawna Mcdonald,UNIT004,61.84,B
RES2741,SCT211-0457/2022,Shawna Mcdonald,UNIT005,48.38,D
RES2742,SCT211-0457/2022,Shawna Mcdonald,UNIT006,63.1,B
RES2743,SCT211-0458/2022,Dustin Robinson,UNIT001,95.98,A
RES2744,SCT211-0458/2022,Dustin Robinson,UNIT002,77.24,A
RES2745,SCT211-0458/2022,Dustin Robinson,UNIT003,51.95,C
RES2746,SCT211-0458/2022,Dustin Robinson,UNIT004,67.27,B
RES2747,SCT211-0458/2022,Dustin Robinson,UNIT005,53.08,C
RES2748,SCT211-0458/2022,Dustin Robinson,UNIT006,46.86,D
RES2749,SCT211-0459/2023,Catherine Dunn,UNIT001,64.78,B
RES2750,SCT211-0459/2023,Catherine Dunn,UNIT002,73.15,A
RES2751,SCT211-0459/2023,Catherine Dunn,UNIT003,93.58,A
RES2752,SCT211-0459/2023,Catherine Dunn,UNIT004,78.91,A
RES2753,SCT211-0459/2023,Catherine Dunn,UNIT005,55.32,C
RES2754,SCT211-0459/2023,Catherine Dunn,UNIT006,66.94,B
RES2755,SCT211-0460/2021,Natalie Valencia,UNIT001,78.72,A
RES2756,SCT211-0460/2021,Natalie Valencia,UNIT002,56.51,C
RES2757,SCT211-0460/2021,Natalie Valencia,UNIT003,99.52,A
RES2758,SCT211-0460/2021,Natalie Valencia,UNIT004,86.18,A
RES2759,SCT211-0460/2021,Natalie Valencia,UNIT005,68.66,B
RES2760,SCT211-0460/2021,Natalie Valencia,UNIT006,69.21,B
RES2761,SCT211-0461/2022,Miss Melissa Young,UNIT001,93.8,A
RES2762,SCT211-0461/2022,Miss Melissa Young,UNIT002,95.22,A
RES2763,SCT211-0461/2022,Miss Melissa Young,UNIT003,98.1,A
RES2764,SCT211-0461/2022,Miss Melissa Young,UNIT004,99.06,A
RES2765,SCT211-0461/2022,Miss Melissa Young,UNIT005,43.13,D
RES2766,SCT211-0461/2022,Miss Melissa Young,UNIT006,63.54,B
RES2767,SCT211-0462/2024,William Black,UNIT001,55.35,C
RES2768,SCT211-0462/2024,William Black,UNIT002,79.52,A
RES2769,SCT211-0462/2024,William Black,UNIT003,69.71,B
RES2770,SCT211-0462/2024,William Black,UNIT004,56.34,C
RES2771,SCT211-0462/2024,William Black,UNIT005,60.57,B
RES2772,SCT211-0462/2024,William Black,UNIT006,53.91,C
RES2773,SCT211-0463/2024,Stephanie Mann,UNIT001,79.95,A
RES2774,SCT211-0463/2024,Stephanie Mann,UNIT002,44.62,D
RES2775,SCT211-0463/2024,Stephanie Mann,UNIT003,93.1,A
RES2776,SCT211-0463/2024,Stephanie Mann,UNIT004,46.77,D
RES2777,SCT211-0463/2024,Stephanie Mann,UNIT005,87.78,A
RES2778,SCT211-0463/2024,Stephanie Mann,UNIT006,88.96,A
RES2779,SCT211-0464/2022,Thomas Williams PhD,UNIT001,77.91,A
RES2780,SCT211-0464/2022,Thomas Williams PhD,UNIT002,50.24,C
RES2781,SCT211-0464/2022,Thomas Williams PhD,UNIT003,83.26,A
RES2782,SCT211-0464/2022,Thomas Williams PhD,UNIT004,64.64,B
RES2783,SCT211-0464/2022,Thomas Williams PhD,UNIT005,95.23,A
RES2784,SCT211-0464/2022,Thomas Williams PhD,UNIT006,60.9,B
RES2785,SCT211-0465/2023,Brian Roberts,UNIT001,46.23,D
RES2786,SCT211-0465/2023,Brian Roberts,UNIT002,51.76,C
RES2787,SCT211-0465/2023,Brian Roberts,UNIT003,43.2,D
RES2788,SCT211-0465/2023,Brian Roberts,UNIT004,40.3,D
RES2789,SCT211-0465/2023,Brian Roberts,UNIT005,61.18,B
RES2790,SCT211-0465/2023,Brian Roberts,UNIT006,86.0,A
RES2791,SCT211-0466/2024,John Walton,UNIT001,52.49,C
RES2792,SCT211-0466/2024,John Walton,UNIT002,90.53,A
RES2793,SCT211-0466/2024,John Walton,UNIT003,82.11,A
RES2794,SCT211-0466/2024,John Walton,UNIT004,58.04,C
RES2795,SCT211-0466/2024,John Walton,UNIT005,96.14,A
RES2796,SCT211-0466/2024,John Walton,UNIT006,70.07,A
RES2797,SCT211-0467/2023,Jerry Jenkins,UNIT001,52.4,C
RES2798,SCT211-0467/2023,Jerry Jenkins,UNIT002,90.98,A
RES2799,SCT211-0467/2023,Jerry Jenkins,UNIT003,58.03,C
RES2800,SCT211-0467/2023,Jerry Jenkins,UNIT004,69.6,B
RES2801,SCT211-0467/2023,Jerry Jenkins,UNIT005,68.25,B
RES2802,SCT211-0467/2023,Jerry Jenkins,UNIT006,84.25,A
RES2803,SCT211-0468/2024,Anthony Sanchez,UNIT001,95.05,A
RES2804,SCT211-0468/2024,Anthony Sanchez,UNIT002,67.82,B
RES2805,SCT211-0468/2024,Anthony Sanchez,UNIT003,50.82,C
RES2806,SCT211-0468/2024,Anthony Sanchez,UNIT004,99.95,A
RES2807,SCT211-0468/2024,Anthony Sanchez,UNIT005,91.07,A
RES2808,SCT211-0468/2024,Anthony Sanchez,UNIT006,53.15,C
RES2809,SCT211-0469/2024,Richard Hayden,UNIT001,82.32,A
RES2810,SCT211-0469/2024,Richard Hayden,UNIT002,89.48,A
RES2811,SCT211-0469/2024,Richard Hayden,UNIT003,46.26,D
RES2812,SCT211-0469/2024,Richard Hayden,UNIT004,65.19,B
RES2813,SCT211-0469/2024,Richard Hayden,UNIT005,45.21,D
RES2814,SCT211-0469/2024,Richard Hayden,UNIT006,85.35,A
RES2815,SCT211-0470/2022,Alyssa Reed,UNIT001,56.24,C
RES2816,SCT211-0470/2022,Alyssa Reed,UNIT002,72.31,A
RES2817,SCT211-0470/2022,Alyssa Reed,UNIT003,60.43,B
RES2818,SCT211-0470/2022,Alyssa Reed,UNIT004,84.15,A
RES2819,SCT211-0470/2022,Alyssa Reed,UNIT005,41.91,D
RES2820,SCT211-0470/2022,Alyssa Reed,UNIT006,44.03,D
RES2821,SCT211-0471/2023,Robert Shepherd,UNIT001,58.21,C
RES2822,SCT211-0471/2023,Robert Shepherd,UNIT002,84.38,A
RES2823,SCT211-0471/2023,Robert Shepherd,UNIT003,60.38,B
RES2824,SCT211-0471/2023,Robert Shepherd,UNIT004,90.32,A
RES2825,SCT211-0471/2023,Robert Shepherd,UNIT005,95.98,A
RES2826,SCT211-0471/2023,Robert Shepherd,UNIT006,89.2,A
RES2827,SCT211-0472/2023,James Jones,UNIT001,76.55,A
RES2828,SCT211-0472/2023,James Jones,UNIT002,64.68,B
RES2829,SCT211-0472/2023,James Jones,UNIT003,74.8,A
RES2830,SCT211-0472/2023,James Jones,UNIT004,41.66,D
RES2831,SCT211-0472/2023,James Jones,UNIT005,48.21,D
RES2832,SCT211-0472/2023,James Jones,UNIT006,48.83,D
RES2833,SCT211-0473/2023,Tina Woodard,UNIT001,48.38,D
RES2834,SCT211-0473/2023,Tina Woodard,UNIT002,56.83,C
RES2835,SCT211-0473/2023,Tina Woodard,UNIT003,43.99,D
RES2836,SCT211-0473/2023,Tina Woodard,UNIT004,88.32,A
RES2837,SCT211-0473/2023,Tina Woodard,UNIT005,81.51,A
RES2838,SCT211-0473/2023,Tina Woodard,UNIT006,77.14,A
RES2839,SCT211-0474/2023,Ryan Barnes DDS,UNIT001,77.88,A
RES2840,SCT211-0474/2023,Ryan Barnes DDS,UNIT002,61.32,B
RES2841,SCT211-0474/2023,Ryan Barnes DDS,UNIT003,54.35,C
RES2842,SCT211-0474/2023,Ryan Barnes DDS,UNIT004,63.0,B
RES2843,SCT211-0474/2023,Ryan Barnes DDS,UNIT005,52.31,C
RES2844,SCT211-0474/2023,Ryan Barnes DDS,UNIT006,80.86,A
RES2845,SCT211-0475/2022,Susan Booker,UNIT001,53.88,C
RES2846,SCT211-0475/2022,Susan Booker,UNIT002,86.14,A
RES2847,SCT211-0475/2022,Susan Booker,UNIT003,51.2,C
RES2848,SCT211-0475/2022,Susan Booker,UNIT004,75.69,A
RES2849,SCT211-0475/2022,Susan Booker,UNIT005,46.08,D
RES2850,SCT211-0475/2022,Susan Booker,UNIT006,40.26,D
RES2851,SCT211-0476/2024,Kayla Jennings,UNIT001,76.29,A
RES2852,SCT211-0476/2024,Kayla Jennings,UNIT002,62.47,B
RES2853,SCT211-0476/2024,Kayla Jennings,UNIT003,95.33,A
RES2854,SCT211-0476/2024,Kayla Jennings,UNIT004,72.75,A
RES2855,SCT211-0476/2024,Kayla Jennings,UNIT005,71.95,A
RES2856,SCT211-0476/2024,Kayla Jennings,UNIT006,87.18,A
RES2857,SCT211-0477/2024,Sara Thomas,UNIT001,85.76,A
RES2858,SCT211-0477/2024,Sara Thomas,UNIT002,84.41,A
RES2859,SCT211-0477/2024,Sara Thomas,UNIT003,52.1,C
RES2860,SCT211-0477/2024,Sara Thomas,UNIT004,68.92,B
RES2861,SCT211-0477/2024,Sara Thomas,UNIT005,73.33,A
RES2862,SCT211-0477/2024,Sara Thomas,UNIT006,93.17,A
RES2863,SCT211-0478/2021,Nicholas Bishop,UNIT001,82.9,A
RES2864,SCT211-0478/2021,Nicholas Bishop,UNIT002,81.7,A
RES2865,SCT211-0478/2021,Nicholas Bishop,UNIT003,56.29,C
RES2866,SCT211-0478/2021,Nicholas Bishop,UNIT004,40.81,D
RES2867,SCT211-0478/2021,Nicholas Bishop,UNIT005,60.35,B
RES2868,SCT211-0478/2021,Nicholas Bishop,UNIT006,48.83,D
RES2869,SCT211-0479/2023,Lisa Douglas,UNIT001,60.16,B
RES2870,SCT211-0479/2023,Lisa Douglas,UNIT002,49.8,D
RES2871,SCT211-0479/2023,Lisa Douglas,UNIT003,65.03,B
RES2872,SCT211-0479/2023,Lisa Douglas,UNIT004,73.2,A
RES2873,SCT211-0479/2023,Lisa Douglas,UNIT005,87.89,A
RES2874,SCT211-0479/2023,Lisa Douglas,UNIT006,96.18,A
RES2875,SCT211-0480/2023,Walter Fritz,UNIT001,57.89,C
RES2876,SCT211-0480/2023,Walter Fritz,UNIT002,42.65,D
RES2877,SCT211-0480/2023,Walter Fritz,UNIT003,68.78,B
RES2878,SCT211-0480/2023,Walter Fritz,UNIT004,54.54,C
RES2879,SCT211-0480/2023,Walter Fritz,UNIT005,74.12,A
RES2880,SCT211-0480/2023,Walter Fritz,UNIT006,77.5,A
RES2881,SCT211-0481/2021,Caleb Robbins,UNIT001,88.21,A
RES2882,SCT211-0481/2021,Caleb Robbins,UNIT002,66.51,B
RES2883,SCT211-0481/2021,Caleb Robbins,UNIT003,59.52,C
RES2884,SCT211-0481/2021,Caleb Robbins,UNIT004,47.92,D
RES2885,SCT211-0481/2021,Caleb Robbins,UNIT005,73.67,A
RES2886,SCT211-0481/2021,Caleb Robbins,UNIT006,64.11,B
RES2887,SCT211-0482/2021,Edward Hernandez,UNIT001,76.41,A
RES2888,SCT211-0482/2021,Edward Hernandez,UNIT002,94.03,A
RES2889,SCT211-0482/2021,Edward Hernandez,UNIT003,45.97,D
RES2890,SCT211-0482/2021,Edward Hernandez,UNIT004,70.52,A
RES2891,SCT211-0482/2021,Edward Hernandez,UNIT005,75.48,A
RES2892,SCT211-0482/2021,Edward Hernandez,UNIT006,90.3,A
RES2893,SCT211-0483/2024,Donna Baldwin,UNIT001,86.95,A
RES2894,SCT211-0483/2024,Donna Baldwin,UNIT002,57.04,C
RES2895,SCT211-0483/2024,Donna Baldwin,UNIT003,55.09,C
RES2896,SCT211-0483/2024,Donna Baldwin,UNIT004,83.12,A
RES2897,SCT211-0483/2024,Donna Baldwin,UNIT005,48.14,D
RES2898,SCT211-0483/2024,Donna Baldwin,UNIT006,50.58,C
RES2899,SCT211-0484/2024,David Jones,UNIT001,93.16,A
RES2900,SCT211-0484/2024,David Jones,UNIT002,81.31,A
RES2901,SCT211-0484/2024,David Jones,UNIT003,96.78,A
RES2902,SCT211-0484/2024,David Jones,UNIT004,87.74,A
RES2903,SCT211-0484/2024,David Jones,UNIT005,76.99,A
RES2904,SCT211-0484/2024,David Jones,UNIT006,56.09,C
RES2905,SCT211-0485/2022,Jeffrey Mueller,UNIT001,96.61,A
RES2906,SCT211-0485/2022,Jeffrey Mueller,UNIT002,66.93,B
RES2907,SCT211-0485/2022,Jeffrey Mueller,UNIT003,85.99,A
RES2908,SCT211-0485/2022,Jeffrey Mueller,UNIT004,61.19,B
RES2909,SCT211-0485/2022,Jeffrey Mueller,UNIT005,43.77,D
RES2910,SCT211-0485/2022,Jeffrey Mueller,UNIT006,47.25,D
RES2911,SCT211-0486/2022,Angela Fleming,UNIT001,85.56,A
RES2912,SCT211-0486/2022,Angela Fleming,UNIT002,74.27,A
RES2913,SCT211-0486/2022,Angela Fleming,UNIT003,91.95,A
RES2914,SCT211-0486/2022,Angela Fleming,UNIT004,94.69,A
RES2915,SCT211-0486/2022,Angela Fleming,UNIT005,56.55,C
RES2916,SCT211-0486/2022,Angela Fleming,UNIT006,88.04,A
RES2917,SCT211-0487/2024,Jacob Allen,UNIT001,83.09,A
RES2918,SCT211-0487/2024,Jacob Allen,UNIT002,93.8,A
RES2919,SCT211-0487/2024,Jacob Allen,UNIT003,80.93,A
RES2920,SCT211-0487/2024,Jacob Allen,UNIT004,54.05,C
RES2921,SCT211-0487/2024,Jacob Allen,UNIT005,41.85,D
RES2922,SCT211-0487/2024,Jacob Allen,UNIT006,89.86,A
RES2923,SCT211-0488/2023,Melanie Wilson,UNIT001,62.06,B
RES2924,SCT211-0488/2023,Melanie Wilson,UNIT002,48.6,D
RES2925,SCT211-0488/2023,Melanie Wilson,UNIT003,74.04,A
RES2926,SCT211-0488/2023,Melanie Wilson,UNIT004,42.89,D
RES2927,SCT211-0488/2023,Melanie Wilson,UNIT005,66.79,B
RES2928,SCT211-0488/2023,Melanie Wilson,UNIT006,49.76,D
RES2929,SCT211-0489/2022,Mr. Mark Hall,UNIT001,97.77,A
RES2930,SCT211-0489/2022,Mr. Mark Hall,UNIT002,40.47,D
RES2931,SCT211-0489/2022,Mr. Mark Hall,UNIT003,68.23,B
RES2932,SCT211-0489/2022,Mr. Mark Hall,UNIT004,46.65,D
RES2933,SCT211-0489/2022,Mr. Mark Hall,UNIT005,66.11,B
RES2934,SCT211-0489/2022,Mr. Mark Hall,UNIT006,40.63,D
RES2935,SCT211-0490/2022,Anthony Jones,UNIT001,75.3,A
RES2936,SCT211-0490/2022,Anthony Jones,UNIT002,48.67,D
RES2937,SCT211-0490/2022,Anthony Jones,UNIT003,98.44,A
RES2938,SCT211-0490/2022,Anthony Jones,UNIT004,56.19,C
RES2939,SCT211-0490/2022,Anthony Jones,UNIT005,83.8,A
RES2940,SCT211-0490/2022,Anthony Jones,UNIT006,57.01,C
RES2941,SCT211-0491/2024,James Herman,UNIT001,57.94,C
RES2942,SCT211-0491/2024,James Herman,UNIT002,63.72,B
RES2943,SCT211-0491/2024,James Herman,UNIT003,93.36,A
RES2944,SCT211-0491/2024,James Herman,UNIT004,61.41,B
RES2945,SCT211-0491/2024,James Herman,UNIT005,98.2,A
RES2946,SCT211-0491/2024,James Herman,UNIT006,84.03,A
RES2947,SCT211-0492/2021,Susan Stone MD,UNIT001,74.53,A
RES2948,SCT211-0492/2021,Susan Stone MD,UNIT002,53.71,C
RES2949,SCT211-0492/2021,Susan Stone MD,UNIT003,82.01,A
RES2950,SCT211-0492/2021,Susan Stone MD,UNIT004,98.26,A
RES2951,SCT211-0492/2021,Susan Stone MD,UNIT005,55.59,C
RES2952,SCT211-0492/2021,Susan Stone MD,UNIT006,86.96,A
RES2953,SCT211-0493/2021,Mikayla Mullins,UNIT001,54.19,C
RES2954,SCT211-0493/2021,Mikayla Mullins,UNIT002,91.17,A
RES2955,SCT211-0493/2021,Mikayla Mullins,UNIT003,68.67,B
RES2956,SCT211-0493/2021,Mikayla Mullins,UNIT004,52.83,C
RES2957,SCT211-0493/2021,Mikayla Mullins,UNIT005,66.15,B
RES2958,SCT211-0493/2021,Mikayla Mullins,UNIT006,54.97,C
RES2959,SCT211-0494/2022,Susan Jones,UNIT001,58.53,C
RES2960,SCT211-0494/2022,Susan Jones,UNIT002,57.0,C
RES2961,SCT211-0494/2022,Susan Jones,UNIT003,56.01,C
RES2962,SCT211-0494/2022,Susan Jones,UNIT004,98.32,A
RES2963,SCT211-0494/2022,Susan Jones,UNIT005,74.23,A
RES2964,SCT211-0494/2022,Susan Jones,UNIT006,65.23,B
RES2965,SCT211-0495/2024,Lisa Mason,UNIT001,82.16,A
RES2966,SCT211-0495/2024,Lisa Mason,UNIT002,91.46,A
RES2967,SCT211-0495/2024,Lisa Mason,UNIT003,96.37,A
RES2968,SCT211-0495/2024,Lisa Mason,UNIT004,87.0,A
RES2969,SCT211-0495/2024,Lisa Mason,UNIT005,48.37,D
RES2970,SCT211-0495/2024,Lisa Mason,UNIT006,95.82,A
RES2971,SCT211-0496/2021,Shari Terry,UNIT001,44.01,D
RES2972,SCT211-0496/2021,Shari Terry,UNIT002,74.26,A
RES2973,SCT211-0496/2021,Shari Terry,UNIT003,43.12,D
RES2974,SCT211-0496/2021,Shari Terry,UNIT004,89.75,A
RES2975,SCT211-0496/2021,Shari Terry,UNIT005,90.78,A
RES2976,SCT211-0496/2021,Shari Terry,UNIT006,48.5,D
RES2977,SCT211-0497/2024,Breanna Obrien,UNIT001,58.77,C
RES2978,SCT211-0497/2024,Breanna Obrien,UNIT002,70.74,A
RES2979,SCT211-0497/2024,Breanna Obrien,UNIT003,84.34,A
RES2980,SCT211-0497/2024,Breanna Obrien,UNIT004,60.88,B
RES2981,SCT211-0497/2024,Breanna Obrien,UNIT005,76.27,A
RES2982,SCT211-0497/2024,Breanna Obrien,UNIT006,58.97,C
RES2983,SCT211-0498/2022,Heather Morrison,UNIT001,60.49,B
RES2984,SCT211-0498/2022,Heather Morrison,UNIT002,76.49,A
RES2985,SCT211-0498/2022,Heather Morrison,UNIT003,94.59,A
RES2986,SCT211-0498/2022,Heather Morrison,UNIT004,74.33,A
RES2987,SCT211-0498/2022,Heather Morrison,UNIT005,65.63,B
RES2988,SCT211-0498/2022,Heather Morrison,UNIT006,52.55,C
RES2989,SCT211-0499/2023,Cynthia White,UNIT001,71.1,A
RES2990,SCT211-0499/2023,Cynthia White,UNIT002,67.8,B
RES2991,SCT211-0499/2023,Cynthia White,UNIT003,97.79,A
RES2992,SCT211-0499/2023,Cynthia White,UNIT004,62.4,B
RES2993,SCT211-0499/2023,Cynthia White,UNIT005,66.55,B
RES2994,SCT211-0499/2023,Cynthia White,UNIT006,70.61,A
RES2995,SCT211-0500/2023,Todd Green,UNIT001,81.47,A
RES2996,SCT211-0500/2023,Todd Green,UNIT002,68.92,B
